TIS_ID,LOCATION_LINK_DESC,LGA,ALL_VEHICLE_DAILY_VOLUME_AVG,TRUCKS_DAILY_VOLUME_AVG,DAILY_AVG_%_OF_VOLUME_OF_TRUCKS,LATITUDE,LONGITUDE,SUBURB,POSTCODE
344, STAWELL ROAD btwn STAWELL ROAD & OSBORNE ROAD,HORSHAM,3400,913.0,0.32,-36.7401883,142.213685, Horsham , 3400
150, WESTERN HIGHWAY btwn ARARAT-STAWELL ROAD & MAIN DIVIDE ROAD,NORTHERN GRAMPIANS,4600,808.0,0.22,-37.1621229,142.86416540000002, Great Western , 3374
150, WESTERN HIGHWAY btwn ARARAT-STAWELL ROAD & MAIN DIVIDE ROAD,NORTHERN GRAMPIANS,4600,808.0,0.22,-37.1621229,142.86416540000002, Great Western , 3374
346, WESTERN FREEWAY btwn OLD WESTERN HIGHWAY & WESTERN FREEWAY,BALLARAT,4000,952.0,0.29,-37.481061499999996,143.7231459, Windermere , 3352
688, WESTERN HIGHWAY btwn MAIN DIVIDE ROAD & HIGH STREET,ARARAT,4000,939.0,0.29,-37.2675217,142.91934709999998, Ararat , 3377
347, WESTERN FREEWAY btwn WESTERN FREEWAY & WESTERN HIGHWAY Onramp,BALLARAT,3500,919.0,0.32,-37.4881045,143.77769619999998, Miners Rest , 3352
692, WESTERN FREEWAY btwn WESTERN HIGHWAY Offramp & MIDLAND HIGHWAY,BALLARAT,8500,1700.0,0.24,-37.5200467,143.8419626, Wendouree , 3355
1281, WESTERN RING ROAD btwn WESTERN RING ROAD Offramp & WESTERN RING ROAD Onramp,BRIMBANK,60000,7400.0,0.14,-37.7399949,144.8498668, Keilor East , 3033
1080, WESTERN RING ROAD btwn WESTERN RING ROAD Onramp & WESTERN RING ROAD Offramp,BRIMBANK,53000,5000.0,0.11,-37.755547899999996,144.82559519999998, Sunshine North , 3020
264, YARRA GLEN-YEA ROAD btwn MELBA HIGHWAY & HEALESVILLE-KINGLAKE ROAD,MURRINDINDI,2100,261.0,0.16,-37.3825115,145.4738314, Glenburn , 3717
264, YARRA GLEN-YEA ROAD btwn MELBA HIGHWAY & HEALESVILLE-KINGLAKE ROAD,MURRINDINDI,2100,261.0,0.16,-37.3825115,145.4738314, Glenburn , 3717
1620,SOUTHERN LINK TOLLWAY BTWN PUNT RD & BURNLEY RD,YARRA,18000,858.0,0.06,-37.8327743,144.9925418, Cremorne , 3121
883, GREENSBOROUGH HIGHWAY btwn GRIMSHAW STREET & WATSONIA ROAD,BANYULE,24000,818.0,0.04,-37.7089736,145.0865967, Watsonia , 3087
1599, METROPOLITAN RING ROAD btwn METROPOLITAN RING ROAD Offramp & METROPOLITAN RING ROAD Onramp,WHITTLESEA,57000,3500.0,0.07,-37.687085100000004,145.0022665, Thomastown , 3074
1629, WESTERN LINK TOLLWAY btwn RACECOURSE ROAD & WESTERN LINK TOLLWAY Onramp,MELBOURNE,57000,6900.0,0.14,-37.7909701,144.936968, Kensington , 3031
910, BENAMBRA-CORRYONG ROAD btwn BENAMBRA-CORRYONG ROAD Start & BENAMBRA-CORRYONG ROAD End,TOWONG,15,3.0,0.2,-36.632602899999995,147.7844569, Nariel Valley , 3707
57, PLENTY ROAD btwn METROPOLITAN RING ROAD Offramp & SETTLEMENT ROAD,BANYULE,24000,1300.0,0.06,-37.6921875,145.0629017, Bundoora , 3083
59, ALBERT STREET btwn MURRAY ROAD & GOWER STREET,DAREBIN,16000,849.0,0.06,-37.741343900000004,145.02302230000004, Preston , 3072
240, HYLAND HIGHWAY btwn TRARALGON CREEK ROAD & MATTINGLEY HILL ROAD,LATROBE,2000,150.0,0.09,-38.2494355,146.54982130000002, Traralgon South , 3844
245, LEONGATHA-MIRBOO ROAD btwn LEONGATHA-YARRAGON ROAD & GRAND RIDGE WEST ROAD,SOUTH GIPPSLAND,2600,268.0,0.13,-38.414718,146.04458259999998, Berrys Creek , 3953
245, LEONGATHA-MIRBOO ROAD btwn LEONGATHA-YARRAGON ROAD & GRAND RIDGE WEST ROAD,SOUTH GIPPSLAND,2600,268.0,0.13,-38.414718,146.04458259999998, Berrys Creek , 3953
247, MORWELL-THORPDALE ROAD btwn PRINCES HIGHWAY EAST Onramp & PRINCES FREEWAY EAST,LATROBE,3400,154.0,0.06,-38.2349033,146.37518290000003, Morwell , 3840
66, HIGH STREET btwn CALDER ALTERNATIVE HIGHWAY & HIGH STREET,BENDIGO,3000,478.0,0.2,-36.737381,144.1322134, Marong , 3515
448, DANDENONG-HASTINGS ROAD btwn ERAMOSA ROAD & BUNGOWER ROAD,MORNINGTON PENINSULA,3800,311.0,0.1,-38.231326,145.2162846, Somerville , 3912
1294, WILLIAMS STREET btwn BAYVIEW AVENUE & GOROKE STREET,BASS COAST,1400,91.0,0.08,-38.6279532,145.7308059, Inverloch , 3996
1297, VENTNOR ROAD btwn BACK BEACH ROAD & DURHAM STREET,BASS COAST,583,44.0,0.09,-38.4848401,145.1731264, Ventnor , 3922
1700, SILVERBAND ROAD btwn MT VICTORY ROAD & GRAMPIANS ROAD,NORTHERN GRAMPIANS,96,21.0,0.27,-37.1836429,142.5086273, Bellfield , 3381
1903, ARTHURS SEAT ROAD btwn MAIN CREEK ROAD & MORNINGTON-FLINDERS ROAD,MORNINGTON PENINSULA,935,61.0,0.08,-38.362963799999996,144.9863985, Red Hill , 3937
1705, PHILLIP ISLAND ROAD btwn UNNAMED & RHYLL-NEWHAVEN ROAD,BASS COAST,6100,526.0,0.11,-38.5092908,145.2941496, Surf Beach , 3922
1907, MT DANDENONG TOURIST ROAD btwn PERRINS CREEK ROAD & MOUNTAIN HIGHWAY,YARRA RANGES,2300,142.0,0.07,-37.86304439999999,145.35868069999998, Sassafras , 3787
2235, RYRIE STREET btwn GHERINGHAP STREET & ABERDEEN STREET,GEELONG,12000,1300.0,0.14,-38.1479549,144.3550418, Geelong , 3220
1712, RYRIE STREET btwn GARDEN STREET & FITZROY STREET,GEELONG,4900,546.0,0.14,-38.1524223,144.3710393, East Geelong , 3219
1335, DRYSDALE ROAD btwn DRYSDALE ROAD & GRUBB ROAD,GEELONG,12000,635.0,0.07,-38.1846021,144.5506132, Drysdale , 3222
1339, PORTARLINGTON-QUEENSCLIFF ROAD btwn FISHER STREET & TOWER ROAD,GEELONG,836,81.0,0.12,-38.1228624,144.65516069999998, Portarlington , 3223
1915, COMMERCIAL ROAD btwn IZETT STREET & MALVERN ROAD,STONNINGTON,6600,412.0,0.07,-37.84674879999999,144.99324030000002, South Yarra , 3141
1721, THE PARADE btwn BARWON HEADS-OCEAN GROVE ROAD & TUCKFIELD STREET,GEELONG,4700,212.0,0.06,-38.26688529999999,144.52937749999998, Ocean Grove , 3226
1209, MAROONDAH HIGHWAY btwn GOULBURN VALLEY HIGHWAY & ENDICOTT ROAD,MURRINDINDI,1300,164.0,0.16,-37.1650334,145.67315359999998, Koriella , 3714
1018, MCKILLOP STREET btwn GHERINGHAP STREET & LATROBE TERRACE,GEELONG,7200,1100.0,0.19,-38.1522199,144.3536905, Geelong , 3220
1559, ORMOND ROAD btwn QUEENSCLIFF ROAD & MCKILLOP STREET,GEELONG,12000,405.0,0.04,-38.1633976,144.37964, East Geelong , 3219
1023, QUEENSCLIFF ROAD btwn POINT LONSDALE ROAD & QUEENSCLIFF-PORTARLINGTON ROAD,GEELONG,2500,123.0,0.06,-38.265581299999994,144.61757759999998, Point Lonsdale , 3225
1026, PYRENEES HIGHWAY btwn BRIDPORT STREET & ELGIN ROAD,CENTRAL GOLDFIELDS,1000,135.0,0.17,-37.0694914,143.5957066, Bung Bong , 3465
1563, PYRENEES HIGHWAY btwn NEWSTEAD STREET & CREEK ROAD,CENTRAL GOLDFIELDS,827,108.0,0.16,-37.0827955,143.9413126, Moolort , 3465
1565, DUKE STREET btwn HALLETT COURT & EUREKA STREET,MOUNT ALEXANDER,3900,314.0,0.1,-37.076749,144.2447477, Chewton , 3451
1254, WEST GATE FREEWAY btwn Millers Rd & Williamstown Rd,MARIBYRNONG,84000,12000.0,0.16,-37.8242044,144.8659658, Yarraville , 3013
1268, EASTERN FREEWAY btwn MIDDLEBOROUGH RD & STATION ST,WHITEHORSE,69000,3300.0,0.06,-37.7974857,145.1340104, Box Hill North , 3129
1594, ALEXANDRA PARADE btwn GEORGE STREET & QUEENS PARADE,YARRA,34000,3200.0,0.11,-37.7933085,144.98130880000002, Fitzroy North , 3068
1200, WHITEHORSE ROAD btwn DEEP CREEK ROAD & MITCHAM ROAD,WHITEHORSE,20000,1100.0,0.06,-37.8159799,145.2006188, Mitcham , 3132
823, WHITEHORSE ROAD btwn KALINDA ROAD & OBAN ROAD,MAROONDAH,26000,1300.0,0.06,-37.7967972,145.2555711, Ringwood East , 3135
1552, MAROONDAH HIGHWAY btwn MAIN STREET & JOHN STREET,YARRA RANGES,5200,278.0,0.06,-37.7564689,145.3421513, Lilydale , 3140
1205, MAROONDAH HIGHWAY btwn KILLARA ROAD & STATION STREET,YARRA RANGES,8200,1800.0,0.26,-37.7249493,145.3785357, Coldstream , 3770
830, NICHOLSON STREET btwn MAROONDAH HIGHWAY & WILSON STREET,YARRA RANGES,4400,310.0,0.08,-37.652107799999996,145.52131540000002, Healesville , 3777
391, FERRIS ROAD btwn WESTERN HIGHWAY Offramp & WESTERN FREEWAY,MELTON,12000,1000.0,0.1,-37.6964289,144.6037021, Melton South , 3338
24, NORTH ROAD btwn KOOYONG ROAD & HAWTHORN ROAD,GLEN EIRA,17000,898.0,0.06,-37.9009402,145.0157012, Caulfield South , 3162
209, NORTH ROAD btwn CROSBIE ROAD & POATH ROAD,GLEN EIRA,19000,972.0,0.06,-37.9076665,145.07025890000003, Bentleigh East , 3165
27, NORTH ROAD btwn HUNTINGDALE ROAD & HUNTINGDALE ROAD,MONASH,20000,1200.0,0.07,-37.9117375,145.10470049999998, Huntingdale , 3166
579, WARRIGAL ROAD btwn MONASH FREEWAY Offramp & MONASH FREEWAY,STONNINGTON,25000,1400.0,0.06,-37.882567200000004,145.0903216, Chadstone , 3148
29, WARRIGAL ROAD btwn SOUTH ROAD & COCHRANES ROAD,KINGSTON,18000,857.0,0.05,-37.941593100000006,145.0791111, Moorabbin , 3189
22, KEILOR-MELTON ROAD btwn KINGS ROAD & SUNSHINE AVENUE,BRIMBANK,23000,1200.0,0.06,-37.6995083,144.7916298, Taylors Lakes , 3038
398, CHELTENHAM ROAD btwn CHAPEL ROAD & KINGSCLERE AVENUE,DANDENONG,16000,832.0,0.06,-37.9937181,145.1691836, Keysborough , 3173
402, NORTH ROAD btwn BOORAN ROAD & GRANGE ROAD,GLEN EIRA,21000,1100.0,0.06,-37.9038669,145.0393982, Ormond , 3204
575, NORTH ROAD btwn MORONEY STREET & NORTH ROAD,MONASH,23000,1200.0,0.06,-37.9113071,145.10075369999998, Oakleigh , 3166
211, WARRIGAL ROAD btwn HIGHBURY ROAD & HIGH STREET ROAD,BOROONDARA,15000,811.0,0.06,-37.85957929999999,145.09398090000002, Glen Iris , 3146
408, WARRIGAL ROAD btwn ATHERTON ROAD & NORTH ROAD,MONASH,20000,1400.0,0.08,-37.9039419,145.08613069999998, Oakleigh , 3166
473, PRINCES HIGHWAY WEST btwn DARTMOOR-HAMILTON ROAD & PORTLAND-CASTERTON ROAD,GLENELG,1000,323.0,0.39,-38.001439700000006,141.4441989, Lyons , 3304
473, PRINCES HIGHWAY WEST btwn DARTMOOR-HAMILTON ROAD & PORTLAND-CASTERTON ROAD,GLENELG,1000,323.0,0.39,-38.001439700000006,141.4441989, Lyons , 3304
32, HODDLE STREET btwn ALEXANDRA PARADE & JOHNSTON STREET,YARRA,40000,2700.0,0.08,-37.7979487,144.9932814, Collingwood , 3066
415, PUNT ROAD btwn BRUNTON AVENUE & SWAN STREET,MELBOURNE,36000,1900.0,0.06,-37.823873799999994,144.98897040000003, Richmond , 3121
1691, GREAT OCEAN ROAD btwn OTWAY LIGHTHOUSE TOURIST ROAD & ROBERTS ROAD,COLAC OTWAY,840,56.0,0.08,-38.7457109,143.5873803, Cape Otway , 3233
1697, GREAT OCEAN ROAD btwn DEANS MARSH ROAD & HAZEL STREET,SURF COAST,2800,153.0,0.07,-38.5276664,143.9828906, Lorne , 3232
1322, GREAT OCEAN ROAD btwn UNNAMED & SURF COAST HIGHWAY,SURF COAST,3500,153.0,0.05,-38.338672100000004,144.30346730000002, Jan Juc , 3228
2226, ARTHURS SEAT ROAD btwn GLENONE AVENUE & PURVES ROAD,MORNINGTON PENINSULA,935,61.0,0.08,-38.349977,144.9481313, Arthurs Seat , 3936
1904, PHILLIP ISLAND ROAD btwn BACK BEACH ROAD & BERMAGUI CRESCENT,BASS COAST,4300,836.0,0.24,-38.4955847,145.2707808, Sunset Strip , 3922
1708, CAMERON DRIVE btwn UNNAMED & MT MACEDON ROAD,MACEDON RANGES,73,2.0,0.03,-37.3707171,144.58334340000002, Mount Macedon , 3441
2232, MT DANDENONG TOURIST ROAD btwn SASSAFRAS CREEK ROAD & SHERBROOKE ROAD,YARRA RANGES,2800,130.0,0.05,-37.870730200000004,145.3468894, Sassafras , 3787
1332, RYRIE STREET btwn YARRA STREET & MOORABOOL STREET,GEELONG,10000,1100.0,0.14,-38.1496792,144.3610609, Geelong , 3220
696, WESTERN HIGHWAY btwn WESTERN FREEWAY & WESTERN FREEWAY,BALLARAT,12000,1700.0,0.18,-37.561179700000004,143.94538119999999, Warrenheip , 3352
697, WESTERN FREEWAY btwn WESTERN HIGHWAY Offramp & OLD MELBOURNE ROAD,MOORABOOL,13000,1800.0,0.18,-37.597151200000006,144.2585753, Ballan , 3342
158, WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & WESTERN HIGHWAY Offramp,MOORABOOL,14000,1600.0,0.15,-37.665387200000005,144.40000849999998, Pentland Hills , 3341
702, WESTERN FREEWAY btwn HOPKINS ROAD & WESTERN HIGHWAY Onramp,MELTON,36000,3200.0,0.1,-37.745571000000005,144.7016831, Rockbank , 3335
708, BALLARAT ROAD btwn HARVESTER ROAD & CORNWALL ROAD,BRIMBANK,24000,1300.0,0.06,-37.777894599999996,144.83660869999997, Sunshine North , 3020
2, MONASH FREEWAY btwn MONASH FREEWAY Offramp & BURKE ROAD,STONNINGTON,82000,7800.0,0.11,-37.852599600000005,145.05432180000003, Glen Iris , 3146
202, WARRNAMBOOL-MORTLAKE ROAD btwn CONHEADYS ROAD & BANYAN STREET,WARRNAMBOOL,4700,273.0,0.07,-38.3656309,142.4947372, Warrnambool , 3280
392, FERRIS ROAD btwn WESTERN FREEWAY & WESTERN HIGHWAY Offramp,MELTON,12000,1000.0,0.1,-37.6942972,144.60408230000002, Melton , 3337
1139, HIGH STREET btwn HUME FREEWAY & HUME FREEWAY,WODONGA,12000,545.0,0.05,-36.1107441,146.8937886, Wodonga , 3690
767, SOUTH GIPPSLAND HIGHWAY btwn JENNIFER STREET & CAMERON STREET,CASEY,7600,778.0,0.12,-38.1276484,145.290697, Cranbourne East , 3977
1497, SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND HIGHWAY & SOUTH GIPPSLAND HIGHWAY,CARDINIA,9500,978.0,0.11,-38.238107799999995,145.5203517, Caldermeade , 3984
1149, SOUTH GIPPSLAND HIGHWAY btwn ANDERSON STREET & SILKSTONE ROAD,SOUTH GIPPSLAND,4500,662.0,0.18,-38.4468971,145.89453999999998, Ruby , 3953
1500, KOONAWARRA ROAD btwn SOUTH GIPPSLAND HIGHWAY & BLAIR STREET,SOUTH GIPPSLAND,5700,601.0,0.13,-38.4838461,145.95032859999998, Leongatha , 3953
1033, TOORAK ROAD btwn TOORONGA ROAD & BURKE ROAD,BOROONDARA,10000,330.0,0.04,-37.8451629,145.0494869, Hawthorn East , 3123
1568, BURWOOD HIGHWAY btwn MIDDLEBOROUGH ROAD & BLACKBURN ROAD,WHITEHORSE,18000,341.0,0.02,-37.85126210000001,145.1421841, Burwood East , 3151
1037, BURWOOD HIGHWAY btwn DORSET ROAD & GLENFERN ROAD,KNOX,25000,919.0,0.04,-37.8885278,145.2878371, Ferntree Gully , 3156
1232, CHAPEL STREET btwn MCCRAE STREET & MCIVOR ROAD,BENDIGO,8700,455.0,0.06,-36.7569309,144.28583030000001, Bendigo , 3550
855, HAMILTON HIGHWAY btwn BELL STREET & PENSHURST-DUNKELD ROAD,SOUTHERN GRAMPIANS,453,88.0,0.24,-37.875147600000005,142.2954744, Penshurst , 3289
855, HAMILTON HIGHWAY btwn BELL STREET & PENSHURST-DUNKELD ROAD,SOUTHERN GRAMPIANS,453,88.0,0.24,-37.8751577,142.2954001, Penshurst , 3289
152, WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & WESTERN HIGHWAY Offramp,BALLARAT,8700,1700.0,0.24,-37.518086100000005,143.83545130000002, Wendouree , 3355
409, WARRIGAL ROAD btwn OLD DANDENONG ROAD & SOUTH ROAD,KINGSTON,18000,936.0,0.06,-37.9350869,145.0803458, Oakleigh South , 3167
217, HODDLE STREET btwn ELIZABETH STREET & ALBERT STREET,MELBOURNE,33000,795.0,0.03,-37.8111019,144.9911113, Richmond , 3121
397, LOWER DANDENONG ROAD btwn BOUNDARY ROAD & HOWARD ROAD,KINGSTON,17000,1100.0,0.08,-37.9872893,145.1147225, Dingley Village , 3172
571, NORTH ROAD btwn BAMBRA ROAD & BOORAN ROAD,GLEN EIRA,19000,1000.0,0.06,-37.9027265,145.03043380000003, Caulfield South , 3162
574, NORTH ROAD btwn GOLF ROAD & MORONEY STREET,MONASH,18000,953.0,0.06,-37.9106745,145.0951989, Oakleigh South , 3167
210, WARRIGAL ROAD btwn BURWOOD ROAD & HIGHBURY ROAD,WHITEHORSE,14000,731.0,0.06,-37.851867799999994,145.09536119999999, Burwood , 3125
407, WARRIGAL ROAD btwn DANDENONG ROAD & ATHERTON ROAD,MONASH,20000,1300.0,0.08,-37.8956862,145.08769650000002, Oakleigh , 3166
31, WARRIGAL ROAD btwn CENTRE DANDENONG ROAD & NEPEAN HIGHWAY,KINGSTON,9800,515.0,0.06,-37.97491779999999,145.0727436, Mentone , 3194
35, PUNT ROAD btwn SOUTHERN LINK TOLLWAY Offramp & SOUTHERN LINK TOLLWAY Onramp,MELBOURNE,28000,499.0,0.02,-37.827938200000006,144.9882498, Cremorne , 3121
676, PRINCES FREEWAY EAST btwn LLOYD STREET & PRINCES FREEWAY EAST Town Bound,LATROBE,2100,234.0,0.14,-38.1841511,146.2386298, Moe , 3825
512, PRINCES FREEWAY EAST btwn PRINCES HIGHWAY EAST Offramp & PRINCES FREEWAY EAST,LATROBE,2100,234.0,0.14,-38.208155,146.3215163, Hernes Oak , 3825
403, NORTH ROAD btwn KOORNANG ROAD & EAST BOUNDARY ROAD,GLEN EIRA,19000,978.0,0.06,-37.9061912,145.0578379, Carnegie , 3163
405, NORTH ROAD btwn HUNTINGDALE ROAD & HAUGHTON ROAD,MONASH,21000,1200.0,0.06,-37.9114566,145.10211950000001, Oakleigh , 3166
212, WARRIGAL ROAD btwn BATESFORD ROAD & WAVERLEY ROAD,STONNINGTON,15000,786.0,0.06,-37.8778507,145.0911633, Malvern East , 3145
580, WARRIGAL ROAD btwn CENTRE ROAD & OLD DANDENONG ROAD,KINGSTON,22000,1100.0,0.06,-37.9277656,145.0816935, Oakleigh South , 3167
411, HODDLE STREET btwn ALEXANDRA PARADE & EASTERN FREEWAY Onramp,YARRA,18000,936.0,0.06,-37.7947305,144.9938746, Clifton Hill , 3068
23, LOWER DANDENONG ROAD btwn WARREN ROAD & BOUNDARY ROAD,KINGSTON,12000,627.0,0.06,-37.9857006,145.1017605, Mordialloc , 3195
207, NORTH ROAD btwn HAWTHORN ROAD & BAMBRA ROAD,GLEN EIRA,17000,913.0,0.06,-37.9017602,145.022583, Caulfield South , 3162
573, NORTH ROAD btwn WARRIGAL ROAD & GOLF ROAD,MONASH,18000,951.0,0.06,-37.9097919,145.0876388, Oakleigh South , 3167
28, NORTH ROAD btwn CLAYTON ROAD & DANDENONG ROAD,MONASH,20000,1300.0,0.07,-37.9139365,145.1245071, Clayton , 3168
406, WARRIGAL ROAD btwn MONASH FREEWAY & MONASH FREEWAY Offramp,MONASH,25000,1400.0,0.06,-37.8831466,145.0901665, Chadstone , 3148
581, WARRIGAL ROAD btwn KEYS ROAD & KINGSTON ROAD,KINGSTON,15000,724.0,0.05,-37.951525200000006,145.077109, Heatherton , 3202
413, HODDLE STREET btwn LANGRIDGE STREET & VICTORIA PARADE,YARRA,36000,1700.0,0.05,-37.8083861,144.99157219999998, Richmond , 3121
34, PUNT ROAD btwn SOUTHERN LINK TOLLWAY & SOUTHERN LINK TOLLWAY Offramp,MELBOURNE,28000,499.0,0.02,-37.8262321,144.98854980000002, Cremorne , 3121
2115, RIVERSDALE ROAD btwn GLENFERRIE ROAD & AUBURN ROAD,BOROONDARA,9400,584.0,0.07,-37.82930579999999,145.0389322, Hawthorn , 3122
2402, NATIMUK-HAMILTON ROAD btwn WOMBELANO ROAD & HARROW-BALMORAL ROAD,SOUTHERN GRAMPIANS,162,32.0,0.25,-37.190441799999995,141.8466461, Balmoral , 3407
2405, COLERAINE-BALMORAL ROAD btwn STIRLING STREET & FAIRBURN STREET,SOUTHERN GRAMPIANS,68,8.0,0.15,-37.2493516,141.838803, Balmoral , 3407
1453, CASTERTON-EDENHOPE ROAD btwn COLERAINE-EDENHOPE ROAD & GLENELG HIGHWAY,WEST WIMMERA,111,25.0,0.29,-37.327983700000004,141.3921338, Chetwynd , 3312
2363, PORTLAND-CASTERTON ROAD btwn COLERAINE-MERINO ROAD & UNNAMED,GLENELG,272,63.0,0.28,-37.722244700000005,141.5468993, Merino , 3310
1459, DONALD-STAWELL ROAD btwn DONALD-MURTOA ROAD & WIMMERA HIGHWAY,NORTHERN GRAMPIANS,91,25.0,0.34,-36.516699100000004,142.8797919, Rich Avon East , 3480
2419, SEAFORD ROAD btwn BRUNEL ROAD & FRANKSTON-DANDENONG ROAD,FRANKSTON,6600,410.0,0.07,-38.1117366,145.14978259999998, Seaford , 3198
1462, LANCEFIELD ROAD btwn CALDER HIGHWAY Offramp & CALDER FREEWAY,MACEDON RANGES,2000,152.0,0.09,-37.3499537,144.5500271, Woodend , 3442
2371, KLAUER STREET btwn MORNINGTON PENINSULA ROUTE & MORNINGTON PENINSULA ROUTE,FRANKSTON,4500,281.0,0.07,-38.1188336,145.13701640000002, Seaford , 3198
2607, PRINCES HIGHWAY btwn MONASH FREEWAY & MONASH FREEWAY,CASEY,14000,1200.0,0.1,-38.028099,145.32089150000002, Narre Warren , 3805
2610, OLD PRINCES HIGHWAY btwn PRINCES HIGHWAY EAST Offramp & PRINCES FREEWAY EAST,CARDINIA,6900,574.0,0.1,-38.054987,145.3819315, Beaconsfield , 3807
1867, BUXTON-MARYSVILLE ROAD btwn MAROONDAH HIGHWAY & MARYSVILLE-WOODS POINT ROAD,MURRINDINDI,521,48.0,0.11,-37.468098100000006,145.7372805, Buxton , 3711
2200, MT MACEDON ROAD btwn OFFICER LANE & UNNAMED,MACEDON RANGES,252,7.0,0.03,-37.4099333,144.5834696, Mount Macedon , 3441
1668, RIDGE ROAD btwn OLD COACH ROAD & FALLS ROAD,YARRA RANGES,7500,626.0,0.1,-37.8200009,145.36395190000002, Kalorama , 3766
1291, WOODSIDE BEACH ROAD btwn CHERRY TREE ROAD & WOODSIDE BEACH ROAD End,WELLINGTON,154,37.0,0.29,-38.5420245,146.93503049999998, Woodside , 3874
1670, CAPE PATERSON ROAD btwn SEAWARD DRIVE & UNNAMED,BASS COAST,796,47.0,0.07,-38.6682671,145.6212595, Cape Paterson , 3995
1466, COBB HIGHWAY btwn COBB HIGHWAY Start & NORTHERN HIGHWAY,CAMPASPE,12000,922.0,0.1,-36.1237756,144.7529069, Echuca , 3564
735, RAILWAY PLACE btwn NORTHERN HIGHWAY & ELMORE-RAYWOOD ROAD,BENDIGO,2300,432.0,0.23,-36.49006729999999,144.6116009, Elmore , 3558
933, NORTHERN HIGHWAY btwn BENNET STREET & MCIVOR HIGHWAY,BENDIGO,2300,415.0,0.22,-36.9065558,144.69501090000003, Heathcote , 3523
935, NORTHERN HIGHWAY btwn NORTHERN HIGHWAY & SYDNEY STREET,MITCHELL,7400,667.0,0.11,-37.276613899999994,144.9529868, Kilmore , 3764
939, HUME FREEWAY btwn GOULBURN VALLEY HIGHWAY Onramp & GOULBURN VALLEY HIGHWAY,MITCHELL,13000,2700.0,0.26,-36.980948100000006,145.1419545, Seymour , 3660
4495, GRIMSHAW STREET btwn GREENSBOROUGH HIGHWAY & HEIDELBERG-KINGLAKE ROAD,BANYULE,14000,687.0,0.06,-37.703759600000005,145.0952534, Greensborough , 3088
3973, MAIN HURSTBRIDGE ROAD btwn MAIN STREET & MAIN ROAD,NILLUMBIK,9100,391.0,0.05,-37.6739407,145.16659109999998, Diamond Creek , 3089
4500, QUEENS PARADE btwn GEORGE STREET & SMITH STREET,YARRA,6200,390.0,0.07,-37.7913545,144.98435930000002, Fitzroy North , 3068
3976, PLENTY ROAD btwn TYLER STREET & WOOD STREET,DAREBIN,9000,559.0,0.07,-37.732817299999994,145.0142836, Preston , 3072
4503, PLENTY ROAD btwn GORGE ROAD & CHILDS ROAD,WHITTLESEA,19000,821.0,0.05,-37.658384999999996,145.0763835, Mill Park , 3082
3655, CAMP ROAD btwn BLAIR STREET & SYDNEY ROAD,HUME,30000,1700.0,0.06,-37.6879596,144.9423999, Broadmeadows , 3047
4793, BURKE ROAD btwn BURWOOD ROAD & HAROLD STREET,BOROONDARA,10000,630.0,0.07,-37.826727399999996,145.0575831, Camberwell , 3124
3283, NERRENA ROAD btwn OLGILVY STREET & MIRBOO NORTH-MEENYAN ROAD,SOUTH GIPPSLAND,595,97.0,0.2,-38.512781700000005,146.02364709999998, Nerrena , 3953
3463, MIRBOO NORTH-MEENYAN ROAD btwn ROYSTON STREET & WHITELAW STREET,SOUTH GIPPSLAND,583,72.0,0.15,-38.5752854,146.0171956, Meeniyan , 3956
3287, KORUMBURRA-WARRAGUL ROAD btwn STUART STREET & RANCEBY ROAD,SOUTH GIPPSLAND,859,111.0,0.16,-38.404532700000004,145.8326646, Korumburra , 3950
2877, RANCEBY ROAD btwn SLAUGHTER HOUSE LANE & KORUMBURRA-WARRAGUL ROAD,SOUTH GIPPSLAND,428,52.0,0.15,-38.358281,145.8050929, Poowong , 3988
3470, NYORA ROAD btwn NYORA ROAD Town Bound & NYORA ROAD,SOUTH GIPPSLAND,507,56.0,0.14,-38.3432336,145.7610989, Poowong , 3988
3367, CHURCHILL AVENUE btwn MITCHELL STREET & BALLARAT ROAD,MARIBYRNONG,13000,477.0,0.04,-37.782284000000004,144.86931840000003, Maidstone , 3012
2781, BEECHWORTH-CHILTERN ROAD btwn HUME FREEWAY Onramp & HUME FREEWAY,INDIGO,405,29.0,0.09,-36.1602336,146.60667949999998, Chiltern , 3683
3707, BEECHWORTH-WODONGA ROAD btwn UNNAMED & BEECHWORTH-CHILTERN ROAD,INDIGO,1700,112.0,0.08,-36.341445,146.69062769999996, Beechworth , 3747
2785, WODONGA-YACKANDANDAH ROAD btwn LINDSAY ROAD & CHAPPLE LANE,WODONGA,4100,379.0,0.11,-36.2199768,146.9538665, Staghorn Flat , 3691
5553, MIDLAND HIGHWAY btwn BENALLA-TOCUMWAL ROAD & COMMERCIAL ROAD,BENALLA,2000,184.0,0.12,-36.4968474,145.96196719999998, Benalla , 3672
4964, HIGHETT STREET btwn MIDLAND HIGHWAY & HIGHETT STREET,MANSFIELD,2000,237.0,0.14,-37.0465093,146.08927930000002, Mansfield , 3722
521, COMMERCIAL STREET btwn COMMERCIAL STREET Town Bound & WEBB STREET,WEST WIMMERA,1500,521.0,0.43,-36.3789539,141.2409051, Kaniva , 3419
